Time,emr-header-1/used,emr-worker-1/used,emr-worker-10/used,emr-worker-11/used,emr-worker-12/used,emr-worker-13/used,emr-worker-14/used,emr-worker-15/used,emr-worker-16/used,emr-worker-17/used,emr-worker-18/used,emr-worker-19/used,emr-worker-2/used,emr-worker-20/used,emr-worker-21/used,emr-worker-22/used,emr-worker-23/used,emr-worker-24/used,emr-worker-25/used,emr-worker-26/used,emr-worker-27/used,emr-worker-28/used,emr-worker-29/used,emr-worker-3/used,emr-worker-30/used,emr-worker-31/used,emr-worker-32/used,emr-worker-33/used,emr-worker-34/used,emr-worker-35/used,emr-worker-36/used,emr-worker-37/used,emr-worker-38/used,emr-worker-39/used,emr-worker-4/used,emr-worker-40/used,emr-worker-41/used,emr-worker-42/used,emr-worker-43/used,emr-worker-44/used,emr-worker-45/used,emr-worker-46/used,emr-worker-47/used,emr-worker-48/used,emr-worker-49/used,emr-worker-5/used,emr-worker-50/used,emr-worker-51/used,emr-worker-52/used,emr-worker-53/used,emr-worker-54/used,emr-worker-55/used,emr-worker-56/used,emr-worker-57/used,emr-worker-58/used,emr-worker-59/used,emr-worker-6/used,emr-worker-60/used,emr-worker-7/used,emr-worker-8/used,emr-worker-9/used,,
11:39:45,9721122816.00 ,2939015168.00 ,2756567040.00 ,2798841856.00 ,2731966464.00 ,2779713536.00 ,2798989312.00 ,2796285952.00 ,2774716416.00 ,2719133696.00 ,2721558528.00 ,2735960064.00 ,2647400448.00 ,2734993408.00 ,2753794048.00 ,2780188672.00 ,2833326080.00 ,2753277952.00 ,2690240512.00 ,2773995520.00 ,2764144640.00 ,2768359424.00 ,2792583168.00 ,2811457536.00 ,2776125440.00 ,2767298560.00 ,2818535424.00 ,2770788352.00 ,2684571648.00 ,2771787776.00 ,2761035776.00 ,2794270720.00 ,2750275584.00 ,2736721920.00 ,2582274048.00 ,2792943616.00 ,2807193600.00 ,2794491904.00 ,2814132224.00 ,2779361280.00 ,2817105920.00 ,2607550464.00 ,2775154688.00 ,2782892032.00 ,2603532288.00 ,2806288384.00 ,2593054720.00 ,2813468672.00 ,2530246656.00 ,2735153152.00 ,2896674816.00 ,2775924736.00 ,2790182912.00 ,2826784768.00 ,2745831424.00 ,2765910016.00 ,2774528000.00 ,2743451648.00 ,2792337408.00 ,2840829952.00 ,2684334080.00 ,,175280676864.00 
11:40:00,9717002240.00 ,2929209344.00 ,2761691136.00 ,2795921408.00 ,2732806144.00 ,2781847552.00 ,2799202304.00 ,2794745856.00 ,2772467712.00 ,2719838208.00 ,2722516992.00 ,2730151936.00 ,2645008384.00 ,2738003968.00 ,2757472256.00 ,2780639232.00 ,2832429056.00 ,2752098304.00 ,2691252224.00 ,2767314944.00 ,2762547200.00 ,2763628544.00 ,2791534592.00 ,2796482560.00 ,2776686592.00 ,2776559616.00 ,2818318336.00 ,2771881984.00 ,2678730752.00 ,2770223104.00 ,2757656576.00 ,2790825984.00 ,2749419520.00 ,2737061888.00 ,2582245376.00 ,2791522304.00 ,2791370752.00 ,2793332736.00 ,2816655360.00 ,2779901952.00 ,2817024000.00 ,2605658112.00 ,2771464192.00 ,2786467840.00 ,2599030784.00 ,2804711424.00 ,2585387008.00 ,2812366848.00 ,2539089920.00 ,2735194112.00 ,2896351232.00 ,2776141824.00 ,2790391808.00 ,2825535488.00 ,2746531840.00 ,2762412032.00 ,2774614016.00 ,2743230464.00 ,2778312704.00 ,2846560256.00 ,2683039744.00 ,,175197720576.00 
11:40:15,9705336832.00 ,2938748928.00 ,2756767744.00 ,2798915584.00 ,2733162496.00 ,2779967488.00 ,2798182400.00 ,2796802048.00 ,2773868544.00 ,2720186368.00 ,2723110912.00 ,2730979328.00 ,2645581824.00 ,2738352128.00 ,2759450624.00 ,2780246016.00 ,2832236544.00 ,2754490368.00 ,2691063808.00 ,2767962112.00 ,2764402688.00 ,2764230656.00 ,2792357888.00 ,2796691456.00 ,2789986304.00 ,2764394496.00 ,2820915200.00 ,2771480576.00 ,2679754752.00 ,2771820544.00 ,2762305536.00 ,2789027840.00 ,2750119936.00 ,2736607232.00 ,2584137728.00 ,2790985728.00 ,2792570880.00 ,2795028480.00 ,2817900544.00 ,2793295872.00 ,2821341184.00 ,2609483776.00 ,2771111936.00 ,2784350208.00 ,2605690880.00 ,2804785152.00 ,2589265920.00 ,2814664704.00 ,2532319232.00 ,2736005120.00 ,2898284544.00 ,2773303296.00 ,2795532288.00 ,2821652480.00 ,2751164416.00 ,2780352512.00 ,2776743936.00 ,2738745344.00 ,2778021888.00 ,2852823040.00 ,2686812160.00 ,,175275880448.00 
11:40:30,9824882688.00 ,2937339904.00 ,2755190784.00 ,2802360320.00 ,2730647552.00 ,2780049408.00 ,2795556864.00 ,2793730048.00 ,2774052864.00 ,2719956992.00 ,2724741120.00 ,2730590208.00 ,2642378752.00 ,2736336896.00 ,2764791808.00 ,2778918912.00 ,2829598720.00 ,2753941504.00 ,2690080768.00 ,2767233024.00 ,2761060352.00 ,2764722176.00 ,2790064128.00 ,2796118016.00 ,2776219648.00 ,2765996032.00 ,2819915776.00 ,2771353600.00 ,2680348672.00 ,2774069248.00 ,2758225920.00 ,2795409408.00 ,2749673472.00 ,2736205824.00 ,2591563776.00 ,2788528128.00 ,2790363136.00 ,2789945344.00 ,2814812160.00 ,2776166400.00 ,2820837376.00 ,2612518912.00 ,2765438976.00 ,2780303360.00 ,2605154304.00 ,2806624256.00 ,2585550848.00 ,2812219392.00 ,2532741120.00 ,2734133248.00 ,2898092032.00 ,2773843968.00 ,2795114496.00 ,2827628544.00 ,2746830848.00 ,2764599296.00 ,2776748032.00 ,2739023872.00 ,2777657344.00 ,2848731136.00 ,2690007040.00 ,,175316938752.00 
11:40:45,9698189312.00 ,2939478016.00 ,2757275648.00 ,2801328128.00 ,2733666304.00 ,2782265344.00 ,2800439296.00 ,2795454464.00 ,2776395776.00 ,2719272960.00 ,2724204544.00 ,2731941888.00 ,2643881984.00 ,2741747712.00 ,2759032832.00 ,2781380608.00 ,2831114240.00 ,2755956736.00 ,2688667648.00 ,2768334848.00 ,2763575296.00 ,2764648448.00 ,2792767488.00 ,2798731264.00 ,2778423296.00 ,2767253504.00 ,2821758976.00 ,2773737472.00 ,2678886400.00 ,2773860352.00 ,2762485760.00 ,2812243968.00 ,2754248704.00 ,2739384320.00 ,2584190976.00 ,2794115072.00 ,2793328640.00 ,2791710720.00 ,2819002368.00 ,2780499968.00 ,2819805184.00 ,2611077120.00 ,2769055744.00 ,2784227328.00 ,2602295296.00 ,2806374400.00 ,2587860992.00 ,2814070784.00 ,2531917824.00 ,2736902144.00 ,2899795968.00 ,2774802432.00 ,2793644032.00 ,2830831616.00 ,2751873024.00 ,2766196736.00 ,2775773184.00 ,2739290112.00 ,2779480064.00 ,2848362496.00 ,2689699840.00 ,,175288217600.00 
11:41:00,9703698432.00 ,2938650624.00 ,2758107136.00 ,2800910336.00 ,2733883392.00 ,2781749248.00 ,2803871744.00 ,2796281856.00 ,2786820096.00 ,2722287616.00 ,2732818432.00 ,2729472000.00 ,2644631552.00 ,2741342208.00 ,2758873088.00 ,2785382400.00 ,2833072128.00 ,2751938560.00 ,2701307904.00 ,2778685440.00 ,2765766656.00 ,2760880128.00 ,2791067648.00 ,2799710208.00 ,2777464832.00 ,2764746752.00 ,2821287936.00 ,2772631552.00 ,2681450496.00 ,2772815872.00 ,2762686464.00 ,2800316416.00 ,2753200128.00 ,2739220480.00 ,2584092672.00 ,2794283008.00 ,2794971136.00 ,2791337984.00 ,2820038656.00 ,2781192192.00 ,2820096000.00 ,2610159616.00 ,2773970944.00 ,2783535104.00 ,2604269568.00 ,2806128640.00 ,2589519872.00 ,2815430656.00 ,2532843520.00 ,2738618368.00 ,2901458944.00 ,2776399872.00 ,2796597248.00 ,2828435456.00 ,2749988864.00 ,2763587584.00 ,2777280512.00 ,2738683904.00 ,2780008448.00 ,2843103232.00 ,2688581632.00 ,,175331643392.00 
11:41:15,9701285888.00 ,2924609536.00 ,2758402048.00 ,2799308800.00 ,2735497216.00 ,2781884416.00 ,2803818496.00 ,2807685120.00 ,2774147072.00 ,2721796096.00 ,2729586688.00 ,2740162560.00 ,2647289856.00 ,2744094720.00 ,2756997120.00 ,2783678464.00 ,2832486400.00 ,2754637824.00 ,2690740224.00 ,2777522176.00 ,2764111872.00 ,2764963840.00 ,2790871040.00 ,2801049600.00 ,2790912000.00 ,2769195008.00 ,2820931584.00 ,2774757376.00 ,2677923840.00 ,2782457856.00 ,2762788864.00 ,2800689152.00 ,2754654208.00 ,2739646464.00 ,2588999680.00 ,2797035520.00 ,2795282432.00 ,2794516480.00 ,2825965568.00 ,2782085120.00 ,2819145728.00 ,2610524160.00 ,2774544384.00 ,2785677312.00 ,2604716032.00 ,2808877056.00 ,2589143040.00 ,2816032768.00 ,2533838848.00 ,2760863744.00 ,2900643840.00 ,2775949312.00 ,2797645824.00 ,2830278656.00 ,2752692224.00 ,2765864960.00 ,2778202112.00 ,2750607360.00 ,2784059392.00 ,2848829440.00 ,2689527808.00 ,,175422132224.00 
11:41:30,9689632768.00 ,2938957824.00 ,2757365760.00 ,2798075904.00 ,2732720128.00 ,2782109696.00 ,2799267840.00 ,2795565056.00 ,2777165824.00 ,2722500608.00 ,2725605376.00 ,2740350976.00 ,2660429824.00 ,2737430528.00 ,2758963200.00 ,2795425792.00 ,2848665600.00 ,2756481024.00 ,2688753664.00 ,2775138304.00 ,2775420928.00 ,2766028800.00 ,2795114496.00 ,2798055424.00 ,2778607616.00 ,2768183296.00 ,2820993024.00 ,2773676032.00 ,2677563392.00 ,2783277056.00 ,2759622656.00 ,2798563328.00 ,2773094400.00 ,2738753536.00 ,2581073920.00 ,2793078784.00 ,2791706624.00 ,2791243776.00 ,2816643072.00 ,2780192768.00 ,2820993024.00 ,2612658176.00 ,2769682432.00 ,2780540928.00 ,2607054848.00 ,2807840768.00 ,2589270016.00 ,2814128128.00 ,2533027840.00 ,2735255552.00 ,2897182720.00 ,2774118400.00 ,2798690304.00 ,2831925248.00 ,2747146240.00 ,2764410880.00 ,2784075776.00 ,2748166144.00 ,2782171136.00 ,2847678464.00 ,2689781760.00 ,,175377297408.00 
11:41:45,9822117888.00 ,2932252672.00 ,2757664768.00 ,2800279552.00 ,2749194240.00 ,2784075776.00 ,2802495488.00 ,2797158400.00 ,2776014848.00 ,2721947648.00 ,2737025024.00 ,2740953088.00 ,2646978560.00 ,2743148544.00 ,2759471104.00 ,2786684928.00 ,2833772544.00 ,2769588224.00 ,2691948544.00 ,2788696064.00 ,2767994880.00 ,2780368896.00 ,2791813120.00 ,2799726592.00 ,2778673152.00 ,2767556608.00 ,2822180864.00 ,2775699456.00 ,2677485568.00 ,2783424512.00 ,2760876032.00 ,2799620096.00 ,2751561728.00 ,2739372032.00 ,2585178112.00 ,2794954752.00 ,2794729472.00 ,2792087552.00 ,2820702208.00 ,2782707712.00 ,2822500352.00 ,2612137984.00 ,2772406272.00 ,2783707136.00 ,2603868160.00 ,2808139776.00 ,2589114368.00 ,2815832064.00 ,2533097472.00 ,2737909760.00 ,2900779008.00 ,2776080384.00 ,2803744768.00 ,2828292096.00 ,2749853696.00 ,2766696448.00 ,2779070464.00 ,2747363328.00 ,2783657984.00 ,2848911360.00 ,2687242240.00 ,,175558586368.00 
11:42:00,10238918656.00 ,2935980032.00 ,2758295552.00 ,2800574464.00 ,2737745920.00 ,2785243136.00 ,2803843072.00 ,2799050752.00 ,2774593536.00 ,2724327424.00 ,2737590272.00 ,2739777536.00 ,2647707648.00 ,2742923264.00 ,2758590464.00 ,2788085760.00 ,2837348352.00 ,2755457024.00 ,3116642304.00 ,2780389376.00 ,2765967360.00 ,2763001856.00 ,2792169472.00 ,2801319936.00 ,2780098560.00 ,2766430208.00 ,2821570560.00 ,2775388160.00 ,2677297152.00 ,2782425088.00 ,2762088448.00 ,2799263744.00 ,2754117632.00 ,2736852992.00 ,2586337280.00 ,2794766336.00 ,2796793856.00 ,6285824000.00 ,2819379200.00 ,3188981760.00 ,2823004160.00 ,2622513152.00 ,3188752384.00 ,2786398208.00 ,2608226304.00 ,3226013696.00 ,2592210944.00 ,2817384448.00 ,6629531648.00 ,2739265536.00 ,3322081280.00 ,2776301568.00 ,2798559232.00 ,2830835712.00 ,2753818624.00 ,2768977920.00 ,2776592384.00 ,2748784640.00 ,2783428608.00 ,2846400512.00 ,2686259200.00 ,,185638498304.00 
11:42:15,10252324864.00 ,2930069504.00 ,2756935680.00 ,2801139712.00 ,2738466816.00 ,2783039488.00 ,2802532352.00 ,2798673920.00 ,2783727616.00 ,2723209216.00 ,2736517120.00 ,2740826112.00 ,2651111424.00 ,2744184832.00 ,2761510912.00 ,2786611200.00 ,2837618688.00 ,2758815744.00 ,3153125376.00 ,2781097984.00 ,2767327232.00 ,2768310272.00 ,2795143168.00 ,2802561024.00 ,2779787264.00 ,2769121280.00 ,2836799488.00 ,2776539136.00 ,2682294272.00 ,2782912512.00 ,2773094400.00 ,2802552832.00 ,2756337664.00 ,2740068352.00 ,2585251840.00 ,2794676224.00 ,2796036096.00 ,6327169024.00 ,2820063232.00 ,3235123200.00 ,2823942144.00 ,2612707328.00 ,3229298688.00 ,2786107392.00 ,2607460352.00 ,3269427200.00 ,2589163520.00 ,2817740800.00 ,7824916480.00 ,2739216384.00 ,3352842240.00 ,2778312704.00 ,2799353856.00 ,2830155776.00 ,2756808704.00 ,2769678336.00 ,2785193984.00 ,2749341696.00 ,2785632256.00 ,2851762176.00 ,2691723264.00 ,,187163492352.00 
11:42:30,10368360448.00 ,2938376192.00 ,2755878912.00 ,2793263104.00 ,2735808512.00 ,2775072768.00 ,2795737088.00 ,2789863424.00 ,2775580672.00 ,2712461312.00 ,2728620032.00 ,2741428224.00 ,2647900160.00 ,2739068928.00 ,2760658944.00 ,2777812992.00 ,2833813504.00 ,2750689280.00 ,7680262144.00 ,2772758528.00 ,2757832704.00 ,2770173952.00 ,2795065344.00 ,2809401344.00 ,2775146496.00 ,2764533760.00 ,2821595136.00 ,2776096768.00 ,2675503104.00 ,2776907776.00 ,2754547712.00 ,2801397760.00 ,2749657088.00 ,2738515968.00 ,2584047616.00 ,2792353792.00 ,2807488512.00 ,7573299200.00 ,2813042688.00 ,7491948544.00 ,2818629632.00 ,2606936064.00 ,7466434560.00 ,2783731712.00 ,2609553408.00 ,7810928640.00 ,2593693696.00 ,2809204736.00 ,8208084992.00 ,2733490176.00 ,7909552128.00 ,2778812416.00 ,2800640000.00 ,2829025280.00 ,2754080768.00 ,2763665408.00 ,2784256000.00 ,2748817408.00 ,2785255424.00 ,2852413440.00 ,2681065472.00 ,,210830241792.00 
11:42:45,10247139328.00 ,2931322880.00 ,2751770624.00 ,2794012672.00 ,2730377216.00 ,2780950528.00 ,2799136768.00 ,2790404096.00 ,2771542016.00 ,2717384704.00 ,2731737088.00 ,2731855872.00 ,2650042368.00 ,2738167808.00 ,2754183168.00 ,2783113216.00 ,2833465344.00 ,2752421888.00 ,8964927488.00 ,2774056960.00 ,2761138176.00 ,2765459456.00 ,2790125568.00 ,2797072384.00 ,2773725184.00 ,2775183360.00 ,2814423040.00 ,2772623360.00 ,2674679808.00 ,2777907200.00 ,2758094848.00 ,2796384256.00 ,2752471040.00 ,2732609536.00 ,2582700032.00 ,2800402432.00 ,2791297024.00 ,8960167936.00 ,2815135744.00 ,8923836416.00 ,2816401408.00 ,2604920832.00 ,8927305728.00 ,2778988544.00 ,2602471424.00 ,9071656960.00 ,2581430272.00 ,2811281408.00 ,8508428288.00 ,2733707264.00 ,9196765184.00 ,2771828736.00 ,2792878080.00 ,2826027008.00 ,2751827968.00 ,2763792384.00 ,2780524544.00 ,2743410688.00 ,2779340800.00 ,2846167040.00 ,2683301888.00 ,,219015905280.00 
11:43:00,10250641408.00 ,2937757696.00 ,2754064384.00 ,2795479040.00 ,2732011520.00 ,2778804224.00 ,2798211072.00 ,2793005056.00 ,2770640896.00 ,2718613504.00 ,2732134400.00 ,2729603072.00 ,2649989120.00 ,2735222784.00 ,2753417216.00 ,2781212672.00 ,2832310272.00 ,2749206528.00 ,10182885376.00 ,2776219648.00 ,2758967296.00 ,2760953856.00 ,2787786752.00 ,2797801472.00 ,2774159360.00 ,2760716288.00 ,2814042112.00 ,2771574784.00 ,2673557504.00 ,2771554304.00 ,2756812800.00 ,2796023808.00 ,2752442368.00 ,2732531712.00 ,2590048256.00 ,2792108032.00 ,2793992192.00 ,10133008384.00 ,2817101824.00 ,10115174400.00 ,2815401984.00 ,2605559808.00 ,10128392192.00 ,2778189824.00 ,2602569728.00 ,10294059008.00 ,2584260608.00 ,2810904576.00 ,9799163904.00 ,2733588480.00 ,10263072768.00 ,2772254720.00 ,2795094016.00 ,2829312000.00 ,2764353536.00 ,2758950912.00 ,2775486464.00 ,2742013952.00 ,2774089728.00 ,2844028928.00 ,2679259136.00 ,,227351793664.00 
11:43:15,10244923392.00 ,2922909696.00 ,2753560576.00 ,2812612608.00 ,2731122688.00 ,2778468352.00 ,2799931392.00 ,2792144896.00 ,2770358272.00 ,2717360128.00 ,2729361408.00 ,2735665152.00 ,2651013120.00 ,2734850048.00 ,2757234688.00 ,2784223232.00 ,2832510976.00 ,2752397312.00 ,11445448704.00 ,2777911296.00 ,2760982528.00 ,2765492224.00 ,2787536896.00 ,2797912064.00 ,2773561344.00 ,2767290368.00 ,2814353408.00 ,2770886656.00 ,2673901568.00 ,2776539136.00 ,2756665344.00 ,2797416448.00 ,2752016384.00 ,2733854720.00 ,2602213376.00 ,2791256064.00 ,2794299392.00 ,11337404416.00 ,2815029248.00 ,11350728704.00 ,2819600384.00 ,2605895680.00 ,11366715392.00 ,2778083328.00 ,2603053056.00 ,11548925952.00 ,2584797184.00 ,2814398464.00 ,11148607488.00 ,2734555136.00 ,11703574528.00 ,2771427328.00 ,2794926080.00 ,2829598720.00 ,2752774144.00 ,2765578240.00 ,2779250688.00 ,2744406016.00 ,2777829376.00 ,2845958144.00 ,2682712064.00 ,,236396015616.00 
11:43:30,10239340544.00 ,2944847872.00 ,2749673472.00 ,2790785024.00 ,2724904960.00 ,2775244800.00 ,2796978176.00 ,2788143104.00 ,2769608704.00 ,2715009024.00 ,2726133760.00 ,2734706688.00 ,2646921216.00 ,2732556288.00 ,2752282624.00 ,2777219072.00 ,2826928128.00 ,2751799296.00 ,12851515392.00 ,2773483520.00 ,2755170304.00 ,2764210176.00 ,2786586624.00 ,2796212224.00 ,2778255360.00 ,2768707584.00 ,2814992384.00 ,2768408576.00 ,2675351552.00 ,2772774912.00 ,2754093056.00 ,2794483712.00 ,2745696256.00 ,2733187072.00 ,2583859200.00 ,2787917824.00 ,2793078784.00 ,12740231168.00 ,2811908096.00 ,12757020672.00 ,2818351104.00 ,2604834816.00 ,12777459712.00 ,2770255872.00 ,2603188224.00 ,12962910208.00 ,2583375872.00 ,2806734848.00 ,12510957568.00 ,2734641152.00 ,13115604992.00 ,2769739776.00 ,2792288256.00 ,2825785344.00 ,2748891136.00 ,2763239424.00 ,2778275840.00 ,2743894016.00 ,2780684288.00 ,2847297536.00 ,2682839040.00 ,,246071476224.00 
11:43:45,10230718464.00 ,2936164352.00 ,2754846720.00 ,2793730048.00 ,2728267776.00 ,2779176960.00 ,2799124480.00 ,2791391232.00 ,2770087936.00 ,2715688960.00 ,2735284224.00 ,2735087616.00 ,2647556096.00 ,2735480832.00 ,2753245184.00 ,2780258304.00 ,2830987264.00 ,2751778816.00 ,14194204672.00 ,2776502272.00 ,2762424320.00 ,2763005952.00 ,2786717696.00 ,2796605440.00 ,2773782528.00 ,2769108992.00 ,2815434752.00 ,2772099072.00 ,2680115200.00 ,2774237184.00 ,2756898816.00 ,2796470272.00 ,2748583936.00 ,2730860544.00 ,2589065216.00 ,2789732352.00 ,2794786816.00 ,14102228992.00 ,2813173760.00 ,14124617728.00 ,2818088960.00 ,2602639360.00 ,14066122752.00 ,2776231936.00 ,2600599552.00 ,14321696768.00 ,2584809472.00 ,2808205312.00 ,13748629504.00 ,2733166592.00 ,14269272064.00 ,2768908288.00 ,2790932480.00 ,2829246464.00 ,2750099456.00 ,2765496320.00 ,2777751552.00 ,2744012800.00 ,2780594176.00 ,2846097408.00 ,2681282560.00 ,,255243415552.00 
11:44:00,10253418496.00 ,2937114624.00 ,2754019328.00 ,2797486080.00 ,2726883328.00 ,2778914816.00 ,2798657536.00 ,2790096896.00 ,2768355328.00 ,2715586560.00 ,2732195840.00 ,2731237376.00 ,2648932352.00 ,2734796800.00 ,2752917504.00 ,2780323840.00 ,2831020032.00 ,2752409600.00 ,15052754944.00 ,2775777280.00 ,2761490432.00 ,2761576448.00 ,2788388864.00 ,2797727744.00 ,2773704704.00 ,2767867904.00 ,2814869504.00 ,2772541440.00 ,2671923200.00 ,2774614016.00 ,2755379200.00 ,2795491328.00 ,2748289024.00 ,2730012672.00 ,2588504064.00 ,2790330368.00 ,2794872832.00 ,15131693056.00 ,2814222336.00 ,15075426304.00 ,2819870720.00 ,2602651648.00 ,15055937536.00 ,2775711744.00 ,2603880448.00 ,15223431168.00 ,2584567808.00 ,2810105856.00 ,14742024192.00 ,2733264896.00 ,15319498752.00 ,2770157568.00 ,2793017344.00 ,2828644352.00 ,2751348736.00 ,2761838592.00 ,2775789568.00 ,2743853056.00 ,2777223168.00 ,2847264768.00 ,2680180736.00 ,,262022086656.00 
11:44:15,10237423616.00 ,2932195328.00 ,2752970752.00 ,2798010368.00 ,2729185280.00 ,2777972736.00 ,2800549888.00 ,2793922560.00 ,2771668992.00 ,2731765760.00 ,2731130880.00 ,2734723072.00 ,2656743424.00 ,2735955968.00 ,2752335872.00 ,2791165952.00 ,2831458304.00 ,2752372736.00 ,15272235008.00 ,2774835200.00 ,2775252992.00 ,2764136448.00 ,2789060608.00 ,2795053056.00 ,2772422656.00 ,2769924096.00 ,2814586880.00 ,2772283392.00 ,2674253824.00 ,2775715840.00 ,2755784704.00 ,2793783296.00 ,2749476864.00 ,2732789760.00 ,2588520448.00 ,2789920768.00 ,2791309312.00 ,15483269120.00 ,2813255680.00 ,15472205824.00 ,2831253504.00 ,2605793280.00 ,15392292864.00 ,2775916544.00 ,2602868736.00 ,15530659840.00 ,2585690112.00 ,2810834944.00 ,15133593600.00 ,2733461504.00 ,15630954496.00 ,2768515072.00 ,2793021440.00 ,2828963840.00 ,2748710912.00 ,2764840960.00 ,2779136000.00 ,2745303040.00 ,2779701248.00 ,2847870976.00 ,2681917440.00 ,,264402927616.00 
11:44:30,10368950272.00 ,2929979392.00 ,2753847296.00 ,2793308160.00 ,2729709568.00 ,2779557888.00 ,2792656896.00 ,2803146752.00 ,2771632128.00 ,2713944064.00 ,2730741760.00 ,2733338624.00 ,2642165760.00 ,2730573824.00 ,2751815680.00 ,2776805376.00 ,2830159872.00 ,2760699904.00 ,2681266176.00 ,2785030144.00 ,2760855552.00 ,2768891904.00 ,2789580800.00 ,2794250240.00 ,2770214912.00 ,2768994304.00 ,2815291392.00 ,2771644416.00 ,2674061312.00 ,2773569536.00 ,2755174400.00 ,2793902080.00 ,2748846080.00 ,2733424640.00 ,2585894912.00 ,2786709504.00 ,2787131392.00 ,2773704704.00 ,2810150912.00 ,2774704128.00 ,2819211264.00 ,2607579136.00 ,2756792320.00 ,2772488192.00 ,2609528832.00 ,2785177600.00 ,2583228416.00 ,2815156224.00 ,2528190464.00 ,2736365568.00 ,2891612160.00 ,2768883712.00 ,2804080640.00 ,2825981952.00 ,2748006400.00 ,2767605760.00 ,2779291648.00 ,2757435392.00 ,2779217920.00 ,2847576064.00 ,2678386688.00 ,,175758123008.00 
11:44:45,9695490048.00 ,2930393088.00 ,2754908160.00 ,2794950656.00 ,2729086976.00 ,2787627008.00 ,2798141440.00 ,2791223296.00 ,2770468864.00 ,2716004352.00 ,2729709568.00 ,2732650496.00 ,2644185088.00 ,2736136192.00 ,2750050304.00 ,2780856320.00 ,2839543808.00 ,2752868352.00 ,2679980032.00 ,2776805376.00 ,2761015296.00 ,2764677120.00 ,2793066496.00 ,2796019712.00 ,2770411520.00 ,2767335424.00 ,2812440576.00 ,2778382336.00 ,2674528256.00 ,2775097344.00 ,2755141632.00 ,2797789184.00 ,2749120512.00 ,2732838912.00 ,2587525120.00 ,2788859904.00 ,2790948864.00 ,2782277632.00 ,2814963712.00 ,2776240128.00 ,2817474560.00 ,2622103552.00 ,2758184960.00 ,2779013120.00 ,2601295872.00 ,2781913088.00 ,2583588864.00 ,2809643008.00 ,2522845184.00 ,2731053056.00 ,2894663680.00 ,2767998976.00 ,2792755200.00 ,2827390976.00 ,2749083648.00 ,2763104256.00 ,2776555520.00 ,2744233984.00 ,2779267072.00 ,2846048256.00 ,2677334016.00 ,,175085309952.00 
11:45:00,9693556736.00 ,2927886336.00 ,2755252224.00 ,2796462080.00 ,2728210432.00 ,2778857472.00 ,2796953600.00 ,2790858752.00 ,2784284672.00 ,2715955200.00 ,2732048384.00 ,2733060096.00 ,2642894848.00 ,2735833088.00 ,2751651840.00 ,2782126080.00 ,2832007168.00 ,2751557632.00 ,2678722560.00 ,2776809472.00 ,2760474624.00 ,2761437184.00 ,2790494208.00 ,2794799104.00 ,2771939328.00 ,2766491648.00 ,2813681664.00 ,2769805312.00 ,2673426432.00 ,2772078592.00 ,2767171584.00 ,2797780992.00 ,2749657088.00 ,2725126144.00 ,2585817088.00 ,2789961728.00 ,2790289408.00 ,2792333312.00 ,2815258624.00 ,2775359488.00 ,2817343488.00 ,2604244992.00 ,2758873088.00 ,2778374144.00 ,2600894464.00 ,2780282880.00 ,2584625152.00 ,2809921536.00 ,2520989696.00 ,2730811392.00 ,2884669440.00 ,2769301504.00 ,2794065920.00 ,2827948032.00 ,2748559360.00 ,2761519104.00 ,2773934080.00 ,2744172544.00 ,2777284608.00 ,2842652672.00 ,2674954240.00 ,,175033794560.00 
11:45:15,9705578496.00 ,2927693824.00 ,2755256320.00 ,2796261376.00 ,2729914368.00 ,2779066368.00 ,2798346240.00 ,2790297600.00 ,2772013056.00 ,2717974528.00 ,2732802048.00 ,2735874048.00 ,2642759680.00 ,2735222784.00 ,2752135168.00 ,2780536832.00 ,2831474688.00 ,2752278528.00 ,2678198272.00 ,2779119616.00 ,2762432512.00 ,2763800576.00 ,2791714816.00 ,2795446272.00 ,2772475904.00 ,2768687104.00 ,2814230528.00 ,2770243584.00 ,2675408896.00 ,2773798912.00 ,2754924544.00 ,2796257280.00 ,2749956096.00 ,2723291136.00 ,2589052928.00 ,2791841792.00 ,2791399424.00 ,2781384704.00 ,2814894080.00 ,2774986752.00 ,2816684032.00 ,2606915584.00 ,2756468736.00 ,2777497600.00 ,2602106880.00 ,2794176512.00 ,2584862720.00 ,2813423616.00 ,2520416256.00 ,2733637632.00 ,2883166208.00 ,2770014208.00 ,2794868736.00 ,2827218944.00 ,2748567552.00 ,2762412032.00 ,2775355392.00 ,2747146240.00 ,2788061184.00 ,2846277632.00 ,2676383744.00 ,,175074693120.00 
